"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 20","27,444.17","26,624.20","27,602.52","26,327.08","13.40B","3.82%"
"Nov 20","26,433.62","23,110.74","26,834.20","23,096.79","16.15B","15.04%"
"Oct 20","22,977.13","23,185.12","23,725.58","22,948.47","11.49B","-0.90%"
"Sep 20","23,185.12","23,089.63","23,622.74","22,878.71","13.62B","0.20%"
"Aug 20","23,139.76","21,947.58","23,431.04","21,919.83","13.57B","6.59%"
"Jul 20","21,710.00","22,338.30","22,965.56","21,710.00","14.54B","-2.59%"
"Jun 20","22,288.14","21,910.89","23,185.85","21,529.83","18.25B","1.88%"
"May 20","21,877.89","19,991.97","21,955.44","19,448.93","15.39B","8.34%"
"Apr 20","20,193.69","18,686.12","20,365.89","17,646.50","18.37B","6.75%"
"Mar 20","18,917.01","20,849.79","21,719.78","16,358.19","31.02B","-10.53%"
"Feb 20","21,142.96","22,874.27","23,995.37","20,916.40","13.96B","-8.89%"
"Jan 20","23,205.18","23,319.76","24,115.95","22,892.95","11.33B","-1.91%"
"Dec 19","23,656.62","23,388.63","24,091.12","23,044.78","11.73B","1.56%"
"Nov 19","23,293.91","22,730.49","23,608.06","22,705.60","13.57B","1.60%"
"Oct 19","22,927.04","21,831.44","23,008.43","21,276.01","13.48B","5.38%"
"Sep 19","21,755.84","20,625.75","22,255.56","20,554.16","14.38B","5.08%"
"Aug 19","20,704.37","21,361.58","21,556.69","20,110.76","13.90B","-3.80%"
"Jul 19","21,521.53","21,566.27","21,823.07","20,993.44","12.05B","1.15%"
"Jun 19","21,275.92","20,327.87","21,497.82","20,289.64","12.32B","3.28%"
"May 19","20,601.19","22,184.40","22,190.49","20,581.58","15.03B","-7.45%"
"Apr 19","22,258.73","21,500.89","22,362.92","21,471.12","12.74B","4.97%"
"Mar 19","21,205.81","21,490.02","21,860.39","20,911.57","14.40B","-0.84%"
"Feb 19","21,385.16","20,797.03","21,610.88","20,315.31","13.15B","2.94%"
"Jan 19","20,773.49","19,655.13","20,892.68","19,241.37","13.76B","3.79%"
"Dec 18","20,014.77","22,629.39","22,698.79","18,948.58","16.75B","-10.45%"
"Nov 18","22,351.06","21,906.41","22,583.43","21,243.38","17.41B","1.96%"
"Oct 18","21,920.46","24,173.37","24,448.07","20,971.93","18.79B","-9.12%"
"Sep 18","24,120.04","22,819.17","24,286.10","22,172.90","14.92B","5.49%"
"Aug 18","22,865.15","22,642.18","23,032.17","21,851.32","15.62B","1.38%"
"Jul 18","22,553.72","22,233.80","22,949.32","21,462.95","15.71B","1.12%"
"Jun 18","22,304.51","22,126.25","23,011.57","22,038.40","15.60B","0.46%"
"May 18","22,201.82","22,453.42","23,050.39","21,931.65","16.57B","-1.18%"
"Apr 18","22,467.87","21,441.57","22,495.56","21,056.02","14.29B","4.72%"
"Mar 18","21,454.30","21,901.13","21,971.16","20,347.49","17.86B","-2.78%"
"Feb 18","22,068.24","23,276.10","23,492.77","20,950.15","18.97B","-4.46%"
"Jan 18","23,098.29","23,073.73","24,129.34","23,065.20","16.56B","1.46%"
"Dec 17","22,764.94","22,916.93","22,994.33","22,119.21","16.31B","0.18%"
"Nov 17","22,724.96","22,144.92","23,382.15","21,972.34","20.43B","3.24%"
"Oct 17","22,011.61","20,400.51","22,086.88","20,363.28","19.31B","8.13%"
"Sep 17","20,356.28","19,733.57","20,481.27","19,239.52","18.63B","3.61%"
"Aug 17","19,646.24","19,907.08","20,113.73","19,280.02","19.34B","-1.40%"
"Jul 17","19,925.18","20,056.32","20,200.88","19,856.65","18.46B","-0.54%"
"Jun 17","20,033.43","19,692.16","20,318.11","19,686.32","23.99B","1.95%"
"May 17","19,650.57","19,154.03","19,998.49","19,144.62","22.99B","2.36%"
"Apr 17","19,196.74","18,988.00","19,289.43","18,224.68","24.29B","1.52%"
"Mar 17","18,909.26","19,226.94","19,668.01","18,909.26","26.46B","-1.10%"
"Feb 17","19,118.99","18,926.97","19,519.44","18,805.32","26.06B","0.41%"
"Jan 17","19,041.34","19,298.68","19,615.40","18,650.33","24.08B","-0.38%"
"Dec 16","19,114.37","18,535.24","19,592.90","18,227.39","30.79B","4.40%"
"Nov 16","18,308.48","17,380.54","18,482.94","16,111.81","32.37B","5.07%"
"Oct 16","17,425.02","16,566.03","17,461.03","16,554.83","22.23B","5.93%"
"Sep 16","16,449.84","16,885.16","17,156.36","16,285.41","24.93B","-2.59%"
"Aug 16","16,887.40","16,415.31","16,943.67","15,921.04","26.76B","1.92%"
"Jul 16","16,569.27","15,698.02","16,938.96","15,106.52","28.17B","6.38%"
"Jun 16","15,575.92","17,097.22","17,145.95","14,864.01","30.96B","-9.63%"
"May 16","17,234.98","16,357.10","17,251.36","15,975.47","25.72B","3.41%"
"Apr 16","16,666.05","16,719.56","17,613.56","15,471.80","32.30B","-0.55%"
"Mar 16","16,758.67","16,013.00","17,291.35","15,857.37","33.07B","4.57%"
"Feb 16","16,026.76","17,699.60","17,905.37","14,865.77","41.74B","-8.51%"
"Jan 16","17,518.30","18,818.58","18,951.12","16,017.26","32.41B","-7.96%"
"Dec 15","19,033.71","19,799.08","20,012.40","18,562.51","27.53B","-3.61%"
"Nov 15","19,747.47","18,827.11","19,994.05","18,641.22","25.60B","3.48%"
"Oct 15","19,083.10","17,479.97","19,202.34","17,389.57","29.80B","9.75%"
"Sep 15","17,388.15","18,763.72","18,777.47","16,901.49","31.33B","-7.95%"
"Aug 15","18,890.48","20,540.21","20,946.93","17,714.30","37.28B","-8.23%"
"Jul 15","20,585.24","20,291.05","20,850.00","19,115.20","33.18B","1.73%"
"Jun 15","20,235.73","20,444.54","20,952.71","19,990.55","34.65B","-1.59%"
"May 15","20,563.15","19,510.85","20,655.33","19,257.85","32.92B","5.34%"
"Apr 15","19,520.01","19,129.75","20,252.12","18,927.95","30.47B","1.63%"
"Mar 15","19,206.99","18,869.40","19,778.60","18,577.06","31.92B","2.18%"
"Feb 15","18,797.94","17,536.61","18,865.39","17,271.87","29.75B","6.36%"
"Jan 15","17,674.39","17,325.68","17,850.59","16,592.57","26.92B","1.28%"
"Dec 14","17,450.77","17,475.10","18,030.83","16,672.94","29.63B","-0.05%"
"Nov 14","17,459.85","16,732.85","17,520.54","16,713.37","31.55B","6.37%"
"Oct 14","16,413.76","16,173.39","16,533.91","14,529.03","34.36B","1.49%"
"Sep 14","16,173.52","15,454.59","16,374.14","15,440.99","25.30B","4.86%"
"Aug 14","15,424.59","15,511.54","15,628.78","14,753.84","23.01B","-1.26%"
"Jul 14","15,620.77","15,179.64","15,759.66","15,101.49","24.68B","3.03%"
"Jun 14","15,162.10","14,777.51","15,442.67","14,777.51","27.15B","3.62%"
"May 14","14,632.38","14,341.09","14,744.16","13,964.43","25.60B","2.29%"
"Apr 14","14,304.11","14,870.51","15,164.39","13,885.11","25.75B","-3.53%"
"Mar 14","14,827.83","14,666.93","15,312.60","14,203.21","30.12B","-0.09%"
"Feb 14","14,841.07","14,788.56","15,094.54","13,995.86","33.90B","-0.49%"
"Jan 14","14,914.53","16,147.54","16,164.01","14,764.57","37.35B","-8.45%"
"Dec 13","16,291.31","15,659.74","16,320.22","15,112.54","31.51B","4.02%"
"Nov 13","15,661.87","14,403.07","15,729.09","14,026.17","31.76B","9.31%"
"Oct 13","14,327.94","14,517.98","14,799.28","13,748.94","30.95B","-0.88%"
"Sep 13","14,455.80","13,438.07","14,817.50","13,407.53","29.09B","7.97%"
"Aug 13","13,388.86","13,674.50","14,466.16","13,188.14","31.59B","-2.04%"
"Jul 13","13,668.32","13,746.72","14,953.29","13,562.70","41.45B","-0.07%"
"Jun 13","13,677.32","13,551.36","13,724.44","12,415.85","47.55B","-0.71%"
"May 13","13,774.54","13,837.72","15,942.60","13,555.66","71.91B","-0.62%"
"Apr 13","13,860.86","12,371.34","13,983.87","11,805.78","62.12B","11.80%"
"Mar 13","12,397.91","11,464.71","12,650.26","11,464.71","42.52B","7.25%"
"Feb 13","11,559.36","11,193.72","11,662.52","11,046.92","53.00B","3.78%"
"Jan 13","11,138.66","10,604.50","11,145.38","10,398.61","43.36B","7.15%"
"Dec 12","10,395.18","9,484.20","10,433.63","9,376.97","34.33B","10.05%"
"Nov 12","9,446.01","8,931.71","9,492.91","8,619.45","26.87B","5.80%"
"Oct 12","8,928.29","8,815.07","9,075.59","8,488.14","27.39B","0.66%"
"Sep 12","8,870.16","8,836.61","9,288.53","8,646.03","24.04B","0.34%"
"Aug 12","8,839.91","8,622.04","9,222.87","8,513.20","25.72B","1.67%"
"Jul 12","8,695.06","9,103.79","9,136.02","8,328.02","24.58B","-3.46%"
"Jun 12","9,006.78","8,465.47","9,044.04","8,238.96","25.49B","5.43%"
"May 12","8,542.73","9,471.66","9,472.25","8,455.13","27.13B","-10.27%"
"Apr 12","9,520.89","10,161.72","10,190.35","9,388.14","25.48B","-5.58%"
"Mar 12","10,083.56","9,771.34","10,255.15","9,509.10","33.41B","3.71%"
"Feb 12","9,723.24","8,789.06","9,866.41","8,780.10","34.56B","10.46%"
"Jan 12","8,802.51","8,549.54","8,911.62","8,349.33","21.54B","4.11%"
"Dec 11","8,455.35","8,581.20","8,729.81","8,272.26","20.86B","0.25%"
"Nov 11","8,434.61","8,880.75","8,946.00","8,135.79","22.76B","-6.16%"
"Oct 11","8,988.39","8,567.98","9,152.39","8,343.01","23.72B","3.31%"
"Sep 11","8,700.29","9,017.01","9,098.15","8,359.70","26.64B","-2.85%"
"Aug 11","8,955.20","9,907.04","10,040.13","8,619.21","34.29B","-8.93%"
"Jul 11","9,833.03","9,878.69","10,207.91","9,824.34","24.51B","0.17%"
"Jun 11","9,816.09","9,708.05","9,849.69","9,318.62","28.90B","1.26%"
"May 11","9,693.73","9,964.39","10,017.47","9,406.04","24.76B","-1.58%"
"Apr 11","9,849.74","9,757.28","9,849.74","9,405.19","29.91B","0.97%"
"Mar 11","9,755.10","10,676.24","10,768.43","8,227.63","47.92B","-8.18%"
"Feb 11","10,624.09","10,281.55","10,891.60","10,245.75","31.25B","3.77%"
"Jan 11","10,237.92","10,352.19","10,620.57","10,182.57","27.36B","0.09%"
"Dec 10","10,228.92","9,939.80","10,394.22","9,918.55","26.38B","2.94%"
"Nov 10","9,937.04","9,166.85","10,157.97","9,123.62","27.36B","7.98%"
"Oct 10","9,202.45","9,440.52","9,716.92","9,179.15","29.22B","-1.78%"
