location,month,total_deaths
United States,6,123938.0
United States,6,124675.0
United States,6,125212.0
United States,6,125841.0
United States,6,126344.0
United States,6,126662.0
United States,6,127047.0
United States,6,127600.0
United States,7,128304.0
United States,7,129017.0
United States,7,129687.0
United States,7,130002.0
United States,7,130328.0
United States,7,130704.0
United States,7,131866.0
United States,7,132691.0
United States,7,133711.0
United States,7,134528.0
United States,7,135256.0
United States,7,135728.0
United States,7,136173.0
United States,7,137101.0
United States,7,138076.0
United States,7,139032.0
United States,7,139956.0
United States,7,140813.0
United States,7,141293.0
United States,7,141856.0
United States,7,142947.0
United States,7,144171.0
United States,7,145241.0
United States,7,146348.0
United States,7,147278.0
United States,7,147809.0
United States,7,148935.0
United States,7,150265.0
United States,7,151679.0
United States,7,152910.0
United States,7,154147.0
United States,8,155240.0
United States,8,155677.0
United States,8,156258.0
United States,8,157540.0
United States,8,158978.0
United States,8,160222.0
United States,8,161459.0
United States,8,162537.0
United States,8,163060.0
United States,8,163696.0
United States,8,164716.0
United States,8,166215.0
United States,8,167282.0
United States,8,168618.0
United States,8,169618.0
United States,8,170235.0
United States,8,170727.0
United States,8,171953.0
United States,8,173292.0
United States,8,174395.0
United States,8,175486.0
United States,8,176395.0
United States,8,176940.0
United States,8,177413.0
United States,8,178649.0
United States,8,179815.0
United States,8,180929.0
United States,8,181906.0
United States,8,182807.0
United States,8,183260.0
United States,8,183802.0
United States,9,184832.0
United States,9,185911.0
United States,9,186948.0
United States,9,187906.0
United States,9,188668.0
United States,9,189137.0
United States,9,189432.0
United States,9,189885.0
United States,9,191045.0
United States,9,191961.0
United States,9,193135.0
United States,9,193837.0
United States,9,194272.0
United States,9,194703.0
United States,9,195903.0
United States,9,196859.0
United States,9,197720.0
United States,9,198616.0
United States,9,199348.0
United States,9,199613.0
United States,9,200040.0
United States,9,201072.0
United States,9,202128.0
United States,9,203025.0
United States,9,203969.0
United States,9,204737.0
United States,9,205052.0
United States,9,205410.0
United States,9,206243.0
United States,9,207201.0
United States,10,208074.0
United States,10,208934.0
United States,10,209617.0
United States,10,209998.0
United States,10,210479.0
United States,10,211165.0
United States,10,212092.0
United States,10,213081.0
United States,10,214049.0
United States,10,214707.0
United States,10,215178.0
United States,10,215572.0
United States,10,216368.0
United States,10,217358.0
United States,10,218207.0
United States,10,219144.0
United States,10,219906.0
United States,10,220399.0
United States,10,220878.0
United States,10,221801.0
United States,10,222922.0
United States,10,223837.0
United States,10,224804.0
United States,10,225755.0
United States,10,226217.0
United States,10,226750.0
United States,10,227723.0
United States,10,228758.0
United States,10,229762.0
United States,10,230823.0
United States,10,231733.0
United States,11,232229.0
United States,11,232801.0
United States,11,234379.0
United States,11,235494.0
United States,11,236649.0
United States,11,237888.0
United States,11,238969.0
United States,11,239540.0
United States,11,240319.0
United States,11,241737.0
United States,11,243173.0
United States,11,244377.0
United States,11,245577.0
United States,11,246924.0
United States,11,247700.0
United States,11,248529.0
United States,11,250250.0
United States,11,252168.0
United States,11,254220.0
United States,11,256177.0
United States,11,257796.0
United States,11,258828.0
United States,11,259928.0
United States,11,262057.0
United States,11,264320.0
United States,11,265705.0
United States,11,267254.0
United States,11,268614.0
United States,11,269650.0
United States,11,270996.0
United States,12,273540.0
United States,12,276352.0
United States,12,279305.0
United States,12,282004.0
United States,12,284357.0
United States,12,285703.0
United States,12,287307.0
United States,12,289926.0
United States,12,293108.0
United States,12,296103.0
United States,12,299520.0
United States,12,301979.0
United States,12,303605.0
United States,12,305255.0
United States,12,308372.0
United States,12,312036.0
United States,12,315535.0
United States,12,318500.0
United States,12,321153.0
United States,12,322867.0
United States,12,324783.0
United States,12,328182.0
United States,12,331606.0
United States,12,334512.0
United States,12,335937.0
United States,12,337821.0
United States,12,339248.0
United States,12,341251.0
United States,12,344882.0
United States,12,348613.0
United States,12,352093.0
