"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 31, 2020","17,433.36","17,520.71","17,556.54","17,428.66","158.57M","-0.64%"
"Dec 30, 2020","17,545.81","17,572.25","17,623.11","17,534.08","159.58M","0.01%"
"Dec 29, 2020","17,543.43","17,610.46","17,661.17","17,512.22","205.41M","-0.46%"
"Dec 24, 2020","17,623.88","17,595.89","17,641.69","17,568.49","95.98M","0.17%"
"Dec 23, 2020","17,593.57","17,586.94","17,652.67","17,583.60","185.16M","0.23%"
"Dec 22, 2020","17,552.46","17,538.19","17,572.91","17,478.36","208.02M","0.29%"
"Dec 21, 2020","17,500.89","17,366.95","17,507.65","17,307.45","247.29M","-0.19%"
"Dec 18, 2020","17,534.63","17,675.32","17,676.60","17,517.20","484.41M","-0.67%"
"Dec 17, 2020","17,652.94","17,646.92","17,684.07","17,605.45","247.25M","0.49%"
"Dec 16, 2020","17,567.42","17,570.43","17,600.56","17,480.77","256.85M","0.35%"
"Dec 15, 2020","17,506.48","17,481.80","17,533.07","17,441.76","221.32M","0.68%"
"Dec 14, 2020","17,387.40","17,614.22","17,617.26","17,383.27","297.60M","-0.92%"
"Dec 11, 2020","17,548.92","17,539.52","17,561.83","17,470.92","215.90M","-0.25%"
"Dec 10, 2020","17,593.34","17,478.27","17,603.66","17,452.90","236.33M","0.19%"
"Dec 09, 2020","17,559.86","17,654.17","17,667.96","17,475.12","285.24M","-0.45%"
"Dec 08, 2020","17,639.00","17,541.62","17,654.92","17,541.62","240.04M","0.32%"
"Dec 07, 2020","17,582.35","17,494.73","17,611.48","17,447.32","337.31M","0.35%"
"Dec 04, 2020","17,520.97","17,438.90","17,525.74","17,437.45","310.27M","0.71%"
"Dec 03, 2020","17,398.02","17,386.04","17,452.85","17,381.96","251.03M","0.23%"
"Dec 02, 2020","17,358.21","17,278.08","17,358.29","17,220.89","261.92M","0.35%"
"Dec 01, 2020","17,296.93","17,431.27","17,471.20","17,285.32","296.70M","0.62%"
"Nov 30, 2020","17,190.25","17,339.70","17,339.70","17,124.86","445.83M","-1.19%"
"Nov 27, 2020","17,396.56","17,316.81","17,410.99","17,316.81","187.47M","0.26%"
"Nov 26, 2020","17,351.34","17,306.15","17,366.62","17,301.93","98.81M","0.22%"
"Nov 25, 2020","17,313.07","17,278.42","17,323.83","17,215.54","248.97M","0.22%"
"Nov 24, 2020","17,274.25","17,203.00","17,311.14","17,190.85","322.05M","1.05%"
"Nov 23, 2020","17,094.53","17,067.25","17,137.30","17,035.70","278.90M","0.44%"
"Nov 20, 2020","17,019.10","16,929.37","17,048.87","16,891.59","230.21M","0.65%"
"Nov 19, 2020","16,909.81","16,838.03","16,922.63","16,813.64","223.71M","0.12%"
"Nov 18, 2020","16,889.82","16,972.32","16,990.57","16,884.75","254.87M","-0.34%"
"Nov 17, 2020","16,948.06","16,800.19","16,952.78","16,773.82","264.19M","0.34%"
"Nov 16, 2020","16,889.81","16,791.87","16,889.81","16,733.98","306.57M","1.28%"
"Nov 13, 2020","16,675.64","16,679.49","16,736.25","16,662.37","240.21M","0.56%"
"Nov 12, 2020","16,582.18","16,774.19","16,794.92","16,532.79","268.74M","-1.14%"
"Nov 11, 2020","16,774.14","16,718.35","16,801.02","16,674.90","270.39M","0.96%"
"Nov 10, 2020","16,615.37","16,503.03","16,654.81","16,485.78","311.21M","0.85%"
"Nov 09, 2020","16,475.86","16,626.32","16,680.25","16,465.19","476.66M","-0.91%"
"Nov 06, 2020","16,627.03","16,359.35","16,715.72","16,236.62","58.46M","1.85%"
"Nov 05, 2020","16,325.42","16,232.70","16,338.39","16,223.68","86.79M","2.04%"
"Nov 04, 2020","15,998.74","16,053.66","16,111.67","15,894.24","285.81M","0.37%"
"Nov 03, 2020","15,939.15","15,791.83","15,975.85","15,791.83","194.52M","1.54%"
"Nov 02, 2020","15,696.87","15,684.92","15,724.93","15,569.43","197.14M","0.75%"
"Oct 30, 2020","15,580.64","15,616.02","15,632.32","15,418.46","221.69M","-0.57%"
"Oct 29, 2020","15,670.70","15,633.63","15,738.19","15,514.59","205.66M","0.54%"
"Oct 28, 2020","15,586.57","15,835.10","15,835.10","15,575.13","277.46M","-2.71%"
"Oct 27, 2020","16,020.94","16,084.68","16,104.59","15,999.24","188.79M","-0.36%"
"Oct 26, 2020","16,079.55","16,207.95","16,224.22","15,990.08","219.83M","-1.38%"
"Oct 23, 2020","16,304.08","16,312.57","16,334.83","16,228.60","188.72M","0.15%"
"Oct 22, 2020","16,279.36","16,222.75","16,294.00","16,148.64","202.66M","0.30%"
"Oct 21, 2020","16,230.23","16,246.89","16,313.10","16,203.03","188.60M","-0.26%"
"Oct 20, 2020","16,273.26","16,350.01","16,369.91","16,245.97","213.25M","-0.00%"
"Oct 19, 2020","16,274.07","16,483.39","16,490.89","16,261.82","213.18M","-1.00%"
"Oct 16, 2020","16,438.75","16,534.44","16,549.69","16,435.69","176.77M","-0.38%"
"Oct 15, 2020","16,501.03","16,305.11","16,515.18","16,289.96","182.20M","0.28%"
"Oct 14, 2020","16,455.40","16,554.13","16,575.41","16,436.79","224.31M","-0.34%"
"Oct 13, 2020","16,510.83","16,569.88","16,569.88","16,449.83","222.18M","-0.31%"
"Oct 09, 2020","16,562.81","16,584.08","16,611.02","16,518.43","209.62M","0.17%"
"Oct 08, 2020","16,534.54","16,484.97","16,539.13","16,481.57","226.46M","0.65%"
"Oct 07, 2020","16,428.30","16,352.76","16,443.91","16,338.97","205.38M","1.18%"
"Oct 06, 2020","16,236.13","16,454.12","16,455.84","16,205.54","242.77M","-1.06%"
"Oct 05, 2020","16,410.19","16,262.46","16,418.62","16,251.08","219.49M","1.30%"
"Oct 02, 2020","16,199.25","16,021.55","16,213.89","16,005.70","188.13M","0.09%"
"Oct 01, 2020","16,184.54","16,189.66","16,228.45","16,117.25","214.75M","0.39%"
"Sep 30, 2020","16,121.38","16,228.03","16,273.75","16,090.60","262.49M","-0.56%"
"Sep 29, 2020","16,211.52","16,231.19","16,232.58","16,131.51","169.38M","-0.19%"
"Sep 28, 2020","16,242.81","16,237.11","16,286.79","16,185.06","235.69M","1.10%"
"Sep 25, 2020","16,065.35","15,878.15","16,088.83","15,832.02","177.94M","0.96%"
"Sep 24, 2020","15,912.26","15,781.43","15,994.19","15,724.95","206.01M","0.60%"
"Sep 23, 2020","15,817.11","16,183.45","16,195.01","15,816.44","222.69M","-2.02%"
"Sep 22, 2020","16,142.89","16,048.88","16,180.15","16,000.50","194.99M","1.01%"
"Sep 21, 2020","15,981.77","15,981.31","15,981.77","15,763.05","270.46M","-1.34%"
"Sep 18, 2020","16,198.97","16,289.51","16,310.03","16,174.34","532.48M","-0.29%"
"Sep 17, 2020","16,246.72","16,134.54","16,294.32","16,103.07","206.87M","-0.30%"
"Sep 16, 2020","16,295.66","16,495.59","16,495.59","16,295.66","228.99M","-0.83%"
"Sep 15, 2020","16,431.27","16,468.20","16,515.21","16,408.12","208.58M","0.43%"
"Sep 14, 2020","16,360.14","16,314.86","16,373.31","16,295.08","231.70M","0.85%"
"Sep 11, 2020","16,222.46","16,252.12","16,316.79","16,143.15","186.49M","0.23%"
"Sep 10, 2020","16,185.32","16,431.59","16,431.59","16,153.18","215.66M","-1.21%"
"Sep 09, 2020","16,383.60","16,250.42","16,432.74","16,250.42","227.75M","1.76%"
"Sep 08, 2020","16,099.52","16,064.48","16,222.19","15,956.04","282.43M","-0.73%"
"Sep 04, 2020","16,218.01","16,471.93","16,507.20","16,086.24","260.64M","-1.40%"
"Sep 03, 2020","16,448.89","16,675.96","16,720.81","16,386.28","204.79M","-1.49%"
"Sep 02, 2020","16,697.97","16,711.27","16,725.68","16,650.03","212.02M","0.32%"
"Sep 01, 2020","16,644.99","16,533.18","16,644.99","16,462.73","199.99M","0.79%"
"Aug 31, 2020","16,514.44","16,685.48","16,685.48","16,498.08","240.91M","-1.15%"
"Aug 28, 2020","16,705.79","16,780.92","16,781.85","16,681.39","208.79M","-0.15%"
"Aug 27, 2020","16,731.49","16,823.38","16,835.09","16,650.52","188.25M","-0.35%"
"Aug 26, 2020","16,789.97","16,642.55","16,792.69","16,611.41","171.98M","1.04%"
"Aug 25, 2020","16,617.48","16,654.94","16,654.94","16,523.86","158.10M","-0.06%"
"Aug 24, 2020","16,626.64","16,631.70","16,638.96","16,573.19","185.39M","0.66%"
"Aug 21, 2020","16,517.85","16,546.28","16,546.28","16,474.72","170.63M","-0.54%"
"Aug 20, 2020","16,606.76","16,514.89","16,621.85","16,490.64","182.40M","0.18%"
"Aug 19, 2020","16,577.38","16,609.45","16,653.99","16,565.15","213.01M","-0.29%"
"Aug 18, 2020","16,626.06","16,701.73","16,706.57","16,579.02","165.96M","-0.18%"
"Aug 17, 2020","16,656.12","16,627.13","16,663.01","16,600.21","189.27M","0.86%"
"Aug 14, 2020","16,514.61","16,467.10","16,543.01","16,454.00","163.42M","-0.09%"
"Aug 13, 2020","16,530.06","16,553.99","16,587.67","16,471.59","175.05M","-0.27%"
"Aug 12, 2020","16,575.28","16,645.56","16,681.39","16,565.04","221.36M","0.47%"
"Aug 11, 2020","16,497.01","16,579.15","16,640.44","16,486.02","252.38M","-0.65%"
"Aug 10, 2020","16,605.50","16,603.88","16,647.34","16,534.95","224.22M","0.37%"
"Aug 07, 2020","16,544.48","16,544.32","16,567.27","16,492.06","184.33M","-0.21%"
"Aug 06, 2020","16,579.10","16,543.50","16,593.44","16,496.81","224.41M","0.47%"
"Aug 05, 2020","16,501.61","16,454.06","16,507.32","16,440.31","233.40M","0.82%"
"Aug 04, 2020","16,368.03","16,172.64","16,370.78","16,172.64","241.46M","1.23%"
"Jul 31, 2020","16,169.20","16,288.81","16,288.81","16,060.58","215.03M","-0.80%"
"Jul 30, 2020","16,299.29","16,123.08","16,299.29","16,020.55","185.97M","0.03%"
"Jul 29, 2020","16,294.66","16,271.40","16,317.89","16,173.02","188.31M","1.08%"
"Jul 28, 2020","16,121.32","16,139.96","16,189.48","16,085.26","191.26M","-0.25%"
"Jul 27, 2020","16,161.33","16,076.33","16,165.84","16,012.72","183.67M","1.03%"
"Jul 24, 2020","15,997.06","15,980.56","16,006.25","15,928.42","166.47M","-0.13%"
"Jul 23, 2020","16,018.65","16,178.52","16,186.91","15,969.83","196.71M","-0.94%"
"Jul 22, 2020","16,171.06","16,173.18","16,196.41","16,107.73","185.90M","0.05%"
"Jul 21, 2020","16,162.96","16,297.59","16,317.42","16,153.20","222.77M","-0.13%"
"Jul 20, 2020","16,183.66","16,113.35","16,201.72","16,112.27","200.33M","0.37%"
"Jul 17, 2020","16,123.48","16,089.29","16,142.67","16,012.89","163.79M","0.62%"
"Jul 16, 2020","16,024.50","15,965.09","16,069.07","15,957.77","174.88M","-0.24%"
"Jul 15, 2020","16,063.33","15,996.19","16,130.58","15,979.22","238.76M","0.97%"
"Jul 14, 2020","15,908.45","15,625.04","15,923.45","15,573.51","231.73M","1.72%"
"Jul 13, 2020","15,639.41","15,782.60","15,879.73","15,621.04","229.55M","-0.47%"
"Jul 10, 2020","15,713.82","15,582.63","15,717.55","15,546.30","202.76M","0.93%"
"Jul 09, 2020","15,568.64","15,637.73","15,649.14","15,391.73","203.78M","-0.39%"
"Jul 08, 2020","15,629.19","15,637.02","15,706.92","15,533.09","207.83M","0.22%"
"Jul 07, 2020","15,595.50","15,605.33","15,717.72","15,582.44","183.71M","-0.47%"
"Jul 06, 2020","15,669.67","15,765.59","15,797.01","15,643.36","238.09M","0.47%"
