"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 29, 2021","3,474.90","3,458.08","3,478.23","3,447.59","27.66B","0.52%"
"Apr 28, 2021","3,457.07","3,432.16","3,457.07","3,423.32","24.74B","0.42%"
"Apr 27, 2021","3,442.61","3,440.09","3,443.85","3,417.26","25.30B","0.04%"
"Apr 26, 2021","3,441.17","3,484.11","3,497.12","3,438.57","27.70B","-0.95%"
"Apr 23, 2021","3,474.17","3,462.09","3,482.36","3,456.33","24.94B","0.26%"
"Apr 22, 2021","3,465.11","3,482.83","3,485.36","3,456.32","25.11B","-0.23%"
"Apr 21, 2021","3,472.93","3,456.30","3,481.25","3,450.11","25.38B","-0.00%"
"Apr 20, 2021","3,472.94","3,467.15","3,494.30","3,463.46","28.53B","-0.13%"
"Apr 19, 2021","3,477.55","3,427.55","3,479.01","3,414.36","30.27B","1.49%"
"Apr 16, 2021","3,426.62","3,407.19","3,432.63","3,394.13","25.86B","0.81%"
"Apr 15, 2021","3,398.99","3,409.61","3,409.61","3,373.09","23.40B","-0.52%"
"Apr 14, 2021","3,416.72","3,397.02","3,420.03","3,392.98","23.32B","0.60%"
"Apr 13, 2021","3,396.47","3,411.29","3,425.39","3,387.90","27.06B","-0.48%"
"Apr 12, 2021","3,412.95","3,445.97","3,456.16","3,403.90","30.96B","-1.09%"
"Apr 09, 2021","3,450.68","3,475.44","3,475.45","3,442.14","28.01B","-0.92%"
"Apr 08, 2021","3,482.55","3,467.49","3,495.91","3,459.32","33.18B","0.08%"
"Apr 07, 2021","3,479.63","3,483.42","3,483.42","3,453.19","29.58B","-0.10%"
"Apr 06, 2021","3,482.97","3,491.63","3,493.28","3,471.76","23.47B","-0.04%"
"Apr 02, 2021","3,484.39","3,472.63","3,487.59","3,462.83","26.27B","0.52%"
"Apr 01, 2021","3,466.33","3,444.81","3,470.03","3,438.83","27.52B","0.71%"
"Mar 31, 2021","3,441.91","3,452.21","3,452.21","3,420.83","28.30B","-0.43%"
"Mar 30, 2021","3,456.68","3,432.53","3,457.63","3,423.32","28.54B","0.62%"
"Mar 29, 2021","3,435.30","3,429.63","3,449.83","3,409.89","28.48B","0.50%"
"Mar 26, 2021","3,418.33","3,373.32","3,423.22","3,373.32","27.46B","1.63%"
"Mar 25, 2021","3,363.59","3,355.07","3,382.23","3,344.97","27.07B","-0.10%"
"Mar 24, 2021","3,367.06","3,394.13","3,415.29","3,362.18","31.74B","-1.30%"
"Mar 23, 2021","3,411.51","3,445.34","3,445.42","3,390.05","32.64B","-0.93%"
"Mar 22, 2021","3,443.44","3,406.12","3,443.66","3,404.23","31.26B","1.14%"
"Mar 19, 2021","3,404.66","3,423.87","3,439.52","3,389.29","30.92B","-1.69%"
"Mar 18, 2021","3,463.07","3,449.64","3,478.14","3,449.38","28.44B","0.51%"
"Mar 17, 2021","3,445.55","3,435.73","3,454.06","3,410.28","28.01B","-0.03%"
"Mar 16, 2021","3,446.73","3,424.65","3,448.88","3,406.17","31.67B","0.78%"
"Mar 15, 2021","3,419.95","3,441.88","3,457.49","3,392.51","36.78B","-0.96%"
"Mar 12, 2021","3,453.08","3,447.20","3,454.51","3,417.24","35.80B","0.47%"
"Mar 11, 2021","3,436.83","3,369.90","3,436.83","3,369.90","32.21B","2.36%"
"Mar 10, 2021","3,357.74","3,389.84","3,397.03","3,354.82","29.97B","-0.05%"
"Mar 09, 2021","3,359.29","3,415.34","3,429.15","3,328.31","40.77B","-1.82%"
"Mar 08, 2021","3,421.41","3,524.98","3,542.30","3,421.22","38.70B","-2.30%"
"Mar 05, 2021","3,501.99","3,463.31","3,523.57","3,456.67","35.64B","-0.04%"
"Mar 04, 2021","3,503.49","3,546.64","3,552.20","3,487.38","39.36B","-2.05%"
"Mar 03, 2021","3,576.90","3,500.16","3,577.62","3,498.72","34.77B","1.95%"
"Mar 02, 2021","3,508.59","3,566.85","3,566.85","3,485.36","33.98B","-1.21%"
"Mar 01, 2021","3,551.40","3,531.48","3,552.57","3,511.99","31.55B","1.21%"
"Feb 26, 2021","3,509.08","3,514.56","3,550.41","3,500.70","33.33B","-2.12%"
"Feb 25, 2021","3,585.05","3,595.54","3,608.56","3,568.47","36.62B","0.59%"
"Feb 24, 2021","3,564.08","3,638.94","3,645.65","3,531.59","36.22B","-1.99%"
"Feb 23, 2021","3,636.36","3,617.70","3,672.15","3,617.70","39.89B","-0.17%"
"Feb 22, 2021","3,642.44","3,707.19","3,717.27","3,642.44","48.88B","-1.45%"
"Feb 19, 2021","3,696.17","3,661.78","3,699.65","3,634.01","36.11B","0.57%"
"Feb 18, 2021","3,675.36","3,721.09","3,731.69","3,663.66","34.03B","0.55%"
"Feb 10, 2021","3,655.09","3,612.61","3,662.77","3,612.50","25.79B","1.43%"
"Feb 09, 2021","3,603.49","3,539.77","3,604.01","3,528.68","25.38B","2.01%"
"Feb 08, 2021","3,532.45","3,504.56","3,542.21","3,492.13","24.98B","1.03%"
"Feb 05, 2021","3,496.33","3,509.49","3,536.54","3,492.96","29.01B","-0.16%"
"Feb 04, 2021","3,501.86","3,503.78","3,524.72","3,465.77","29.88B","-0.44%"
"Feb 03, 2021","3,517.31","3,531.15","3,544.01","3,508.51","29.74B","-0.46%"
"Feb 02, 2021","3,533.68","3,510.81","3,535.50","3,495.57","26.45B","0.81%"
"Feb 01, 2021","3,505.28","3,477.17","3,506.39","3,469.88","27.76B","0.64%"
"Jan 29, 2021","3,483.07","3,521.72","3,531.60","3,446.55","29.37B","-0.63%"
"Jan 28, 2021","3,505.18","3,534.67","3,549.54","3,496.88","27.09B","-1.91%"
"Jan 27, 2021","3,573.34","3,567.55","3,578.80","3,546.49","26.41B","0.11%"
"Jan 26, 2021","3,569.43","3,610.97","3,610.97","3,564.74","27.81B","-1.51%"
"Jan 25, 2021","3,624.24","3,605.36","3,637.10","3,591.02","32.73B","0.48%"
"Jan 22, 2021","3,606.75","3,616.54","3,616.54","3,585.03","32.45B","-0.40%"
"Jan 21, 2021","3,621.26","3,590.92","3,636.24","3,585.80","32.75B","1.07%"
"Jan 20, 2021","3,583.09","3,564.12","3,589.96","3,556.44","27.23B","0.47%"
"Jan 19, 2021","3,566.38","3,596.36","3,603.15","3,553.02","32.34B","-0.83%"
"Jan 18, 2021","3,596.22","3,554.80","3,608.77","3,544.26","30.17B","0.84%"
