"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 16, 2020","22,582.21","21,912.29","22,624.14","21,899.48","1.00B","4.88%"
"Jun 15, 2020","21,530.95","22,135.27","22,251.83","21,529.83","785.12M","-3.47%"
"Jun 12, 2020","22,305.48","22,082.12","22,350.30","21,786.93","1.21B","-0.75%"
"Jun 11, 2020","22,472.91","22,848.02","22,939.39","22,466.54","1.06B","-2.82%"
"Jun 10, 2020","23,124.95","22,939.00","23,175.82","22,900.30","755.83M","0.15%"
"Jun 09, 2020","23,091.03","23,135.79","23,185.85","22,933.14","914.63M","-0.38%"
"Jun 08, 2020","23,178.10","23,121.98","23,178.10","23,028.62","1.08B","1.37%"
"Jun 05, 2020","22,863.73","22,613.08","22,865.88","22,563.56","856.15M","0.74%"
"Jun 04, 2020","22,695.74","22,885.14","22,907.92","22,501.81","919.55M","0.36%"
"Jun 03, 2020","22,613.76","22,649.01","22,818.87","22,462.68","941.36M","1.29%"
"Jun 02, 2020","22,325.61","22,175.52","22,401.79","22,118.40","778.91M","1.19%"
"Jun 01, 2020","22,062.39","21,910.89","22,161.39","21,898.99","721.66M","0.84%"
"May 29, 2020","21,877.89","21,807.63","21,955.44","21,710.80","1.53B","-0.18%"
"May 28, 2020","21,916.31","21,612.90","21,926.29","21,580.50","1.34B","2.32%"
"May 27, 2020","21,419.23","21,249.31","21,475.68","21,142.72","1.12B","0.70%"
"May 26, 2020","21,271.17","20,927.96","21,328.34","20,918.11","871.91M","2.55%"
"May 25, 2020","20,741.65","20,653.41","20,741.65","20,584.06","550.88M","1.73%"
"May 22, 2020","20,388.16","20,583.95","20,615.12","20,334.99","711.49M","-0.80%"
"May 21, 2020","20,552.31","20,692.59","20,734.91","20,503.87","628.63M","-0.21%"
"May 20, 2020","20,595.15","20,454.49","20,684.46","20,454.03","717.58M","0.79%"
"May 19, 2020","20,433.45","20,469.52","20,659.46","20,433.45","929.85M","1.49%"
"May 18, 2020","20,133.73","20,097.62","20,197.59","19,999.10","719.00M","0.48%"
"May 15, 2020","20,037.47","20,149.79","20,198.25","19,832.88","751.69M","0.62%"
"May 14, 2020","19,914.78","20,140.49","20,185.00","19,902.93","769.07M","-1.74%"
"May 13, 2020","20,267.05","20,140.92","20,329.89","20,056.46","795.08M","-0.49%"
"May 12, 2020","20,366.48","20,413.23","20,457.37","20,293.97","676.67M","-0.12%"
"May 11, 2020","20,390.66","20,333.73","20,534.88","20,285.04","761.76M","1.05%"
"May 08, 2020","20,179.09","19,972.09","20,179.09","19,894.58","822.09M","2.56%"
"May 07, 2020","19,674.77","19,468.52","19,720.87","19,448.93","828.64M","0.28%"
"May 01, 2020","19,619.35","19,991.97","20,000.25","19,551.73","866.44M","-2.84%"
"Apr 30, 2020","20,193.69","20,105.68","20,365.89","20,084.83","1.03B","2.14%"
"Apr 28, 2020","19,771.19","19,776.18","19,841.78","19,638.48","685.79M","-0.06%"
"Apr 27, 2020","19,783.22","19,410.84","19,819.06","19,410.18","775.76M","2.71%"
"Apr 24, 2020","19,262.00","19,331.86","19,352.24","19,175.38","847.02M","-0.86%"
"Apr 23, 2020","19,429.44","19,313.04","19,429.44","19,221.54","725.80M","1.52%"
"Apr 22, 2020","19,137.95","19,109.18","19,137.95","18,858.25","764.03M","-0.74%"
"Apr 21, 2020","19,280.78","19,479.83","19,529.06","19,193.22","794.36M","-1.97%"
"Apr 20, 2020","19,669.12","19,689.85","19,784.38","19,611.79","650.06M","-1.15%"
"Apr 17, 2020","19,897.26","19,575.85","19,922.07","19,554.70","878.43M","3.15%"
"Apr 16, 2020","19,290.20","19,311.30","19,362.17","19,154.41","814.48M","-1.33%"
"Apr 15, 2020","19,550.09","19,589.25","19,660.68","19,465.95","940.97M","-0.45%"
"Apr 14, 2020","19,638.81","19,150.30","19,705.99","19,093.12","818.78M","3.13%"
"Apr 13, 2020","19,043.40","19,312.04","19,355.04","19,014.32","656.32M","-2.33%"
"Apr 10, 2020","19,498.50","19,500.07","19,500.07","19,235.96","874.94M","0.79%"
"Apr 09, 2020","19,345.77","19,376.00","19,406.96","19,158.55","822.67M","-0.04%"
"Apr 08, 2020","19,353.24","19,047.76","19,454.34","18,730.80","1.06B","2.13%"
"Apr 07, 2020","18,950.18","18,878.86","19,162.52","18,553.14","1.08B","2.01%"
"Apr 06, 2020","18,576.30","17,857.99","18,672.26","17,802.62","1.06B","4.24%"
"Apr 03, 2020","17,820.19","17,951.44","18,059.15","17,646.50","959.83M","0.01%"
"Apr 02, 2020","17,818.72","17,934.42","18,132.04","17,707.66","1.07B","-1.37%"
"Apr 01, 2020","18,065.41","18,686.12","18,784.25","17,871.62","1.06B","-4.50%"
"Mar 31, 2020","18,917.01","19,181.90","19,336.19","18,834.16","1.22B","-0.88%"
"Mar 30, 2020","19,084.97","18,884.07","19,084.97","18,578.20","1.21B","-1.57%"
"Mar 27, 2020","19,389.43","19,021.97","19,389.43","18,832.21","1.49B","3.88%"
"Mar 26, 2020","18,664.60","19,234.77","19,240.29","18,512.81","1.28B","-4.51%"
"Mar 25, 2020","19,546.63","18,446.80","19,564.38","18,446.80","1.48B","8.04%"
"Mar 24, 2020","18,092.35","17,206.88","18,100.39","17,197.14","1.47B","7.13%"
"Mar 23, 2020","16,887.78","16,570.57","17,049.03","16,480.95","1.70B","2.02%"
"Mar 19, 2020","16,552.83","16,995.77","17,160.97","16,358.19","1.99B","-1.04%"
"Mar 18, 2020","16,726.55","17,154.08","17,396.84","16,698.46","1.77B","-1.68%"
"Mar 17, 2020","17,011.53","16,726.95","17,557.04","16,378.94","1.99B","0.06%"
"Mar 16, 2020","17,002.04","17,586.08","17,785.76","16,914.45","1.58B","-2.46%"
"Mar 13, 2020","17,431.05","18,183.47","18,184.46","16,690.60","2.33B","-6.08%"
"Mar 12, 2020","18,559.63","19,064.51","19,142.18","18,339.27","1.65B","-4.41%"
"Mar 11, 2020","19,416.06","19,758.26","19,974.83","19,392.25","1.29B","-2.27%"
"Mar 10, 2020","19,867.12","19,474.89","19,970.35","18,891.77","1.65B","0.85%"
"Mar 09, 2020","19,698.76","20,343.31","20,347.19","19,472.26","1.70B","-5.07%"
"Mar 06, 2020","20,749.75","21,009.80","21,061.20","20,613.91","1.12B","-2.72%"
"Mar 05, 2020","21,329.12","21,399.87","21,399.87","21,220.76","857.31M","1.09%"
"Mar 04, 2020","21,100.06","20,897.20","21,245.93","20,862.05","946.26M","0.08%"
"Mar 03, 2020","21,082.73","21,651.99","21,719.78","21,082.73","1.05B","-1.22%"
"Mar 02, 2020","21,344.08","20,849.79","21,593.11","20,834.29","1.24B","0.95%"
"Feb 28, 2020","21,142.96","21,518.01","21,528.13","20,916.40","1.48B","-3.67%"
"Feb 27, 2020","21,948.23","22,255.83","22,272.26","21,844.29","1.06B","-2.13%"
"Feb 26, 2020","22,426.19","22,374.14","22,456.55","22,127.42","993.40M","-0.79%"
"Feb 25, 2020","22,605.41","22,949.37","22,950.23","22,335.21","1.06B","-3.34%"
"Feb 21, 2020","23,386.74","23,427.77","23,588.55","23,378.33","620.67M","-0.39%"
"Feb 20, 2020","23,479.15","23,666.58","23,806.56","23,426.42","632.71M","0.34%"
"Feb 19, 2020","23,400.70","23,329.33","23,468.56","23,234.96","615.89M","0.89%"
"Feb 18, 2020","23,193.80","23,398.57","23,402.01","23,133.60","595.04M","-1.40%"
"Feb 17, 2020","23,523.24","23,489.78","23,561.98","23,335.99","540.38M","-0.69%"
"Feb 14, 2020","23,687.59","23,714.52","23,738.42","23,603.48","691.05M","-0.59%"
"Feb 13, 2020","23,827.73","23,849.76","23,908.85","23,784.31","645.17M","-0.14%"
